pair_id,source_shard,sample_id,original_side,zoom_band,k_start,k_end,available,full_height,signed_shift_start,latent_shift,latent_band,in_balanced_subset,content_asymmetry,m_top_pre_A,m_top_pre_B,m_top_control_A,m_top_control_B,m_top_treatment_A,m_top_treatment_B,m_bot_pre_A,m_bot_pre_B,m_bot_control_A,m_bot_control_B,m_bot_treatment_A,m_bot_treatment_B,f_top_pre_A,f_top_pre_B,f_top_control_A,f_top_control_B,f_top_treatment_A,f_top_treatment_B,f_bot_pre_A,f_bot_pre_B,f_bot_control_A,f_bot_control_B,f_bot_treatment_A,f_bot_treatment_B,i_top_C0/T0,i_top_C0/T1,i_top_C1/T0,i_top_C1/T1,i_bot_C0/T0,i_bot_C0/T1,i_bot_C1/T0,i_bot_C1/T1,i_g_C0/T0,i_g_C0/T1,i_g_C1/T0,i_g_C1/T1
137,data/1_2024/shard-000477.tar,1503503,END,mild,26,53,79,335,-13.5,0.84375,lt2,True,0.0043664200000000002,-0.0015017092227935791,-0.0014728456735610962,-0.0016844570636749268,-0.0017023384571075439,-0.0016615986824035645,-0.0016615986824035645,0.0022501647472381592,0.0022112727165222168,0.0020294338464736938,0.002001151442527771,0.0021874606609344482,0.002160683274269104,0,2.886354923248291e-05,1.506507396697998e-05,0,0,-3.7550926208496094e-06,2.3618340492248535e-05,-1.1920928955078125e-07,0,-3.5315752029418945e-05,-6.2137842178344727e-06,4.7385692596435547e-06,3.7923455238342285e-05,4.1678547859191895e-05,4.0739774703979492e-05,4.4494867324829102e-05,0.00016424059867858887,0.0001265108585357666,0.00015720725059509277,0.00011947751045227051,-0.00012631714344024658,-8.4832310676574707e-05,-0.00011646747589111328,-7.4982643127441406e-05
138,data/1_2024/shard-000477.tar,1519503,START,mild,11,74,85,341,-31.5,1.96875,lt2,False,0.0097529069999999999,0.0031163543462753296,0.0031163543462753296,0.0034810751676559448,0.0034810751676559448,0.0030548050999641418,0.0030548050999641418,-8.9183449745178223e-05,-8.9183449745178223e-05,0.00016113370656967163,0.00016113370656967163,7.3693692684173584e-05,7.3693692684173584e-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.00042627006769180298,-0.00042627006769180298,-0.00042627006769180298,-0.00042627006769180298,-8.7440013885498047e-05,-8.7440013885498047e-05,-8.7440013885498047e-05,-8.7440013885498047e-05,-0.00033883005380630493,-0.00033883005380630493,-0.00033883005380630493,-0.00033883005380630493
139,data/1_2024/shard-000477.tar,1521503,START,mild,19,87,106,362,-34,2.125,2to4,True,0.0083237810000000006,0.0035043582320213318,0.0035043582320213318,0.0038657635450363159,0.0038657635450363159,0.0035248026251792908,0.0035248026251792908,0.020363479852676392,0.020363479852676392,0.020439237356185913,0.020439237356185913,0.020079046487808228,0.020079046487808228,0,0,0,0,0,0,0,0,0,0,0,0,-0.00034096091985702515,-0.00034096091985702515,-0.00034096091985702515,-0.00034096091985702515,-0.00036019086837768555,-0.00036019086837768555,-0.00036019086837768555,-0.00036019086837768555,1.92299485206604e-05,1.92299485206604e-05,1.92299485206604e-05,1.92299485206604e-05
140,data/1_2024/shard-000477.tar,1530503,START,mild,18,49,67,323,-15.5,0.96875,lt2,True,0.0044307859999999999,-0.00058525800704956055,-0.00058525800704956055,-0.0005154833197593689,-0.0005154833197593689,-0.0003032982349395752,-0.0003032982349395752,0.0025664269924163818,0.0025664269924163818,0.0037630200386047363,0.0037630200386047363,0.0028304308652877808,0.0028304308652877808,0,0,0,0,0,0,0,0,0,0,0,0,0.0002121850848197937,0.0002121850848197937,0.0002121850848197937,0.0002121850848197937,-0.00093258917331695557,-0.00093258917331695557,-0.00093258917331695557,-0.00093258917331695557,0.0011447742581367493,0.0011447742581367493,0.0011447742581367493,0.0011447742581367493
141,data/1_2024/shard-000477.tar,1533503,END,mild,23,84,107,363,-30.5,1.90625,lt2,False,0.011333920000000001,0.00032535940408706665,0.00032535940408706665,0.00089915841817855835,0.00089915841817855835,-0.00037323683500289917,-0.00037323683500289917,0.0019511431455612183,0.0019511431455612183,0.0013824403285980225,0.0013824403285980225,0.0017760396003723145,0.0017760396003723145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012723952531814575,-0.0012723952531814575,-0.0012723952531814575,-0.0012723952531814575,0.00039359927177429199,0.00039359927177429199,0.00039359927177429199,0.00039359927177429199,-0.0016659945249557495,-0.0016659945249557495,-0.0016659945249557495,-0.0016659945249557495
142,data/1_2024/shard-000477.tar,1538503,END,mild,8,98,106,362,-45,2.8125,2to4,True,0.0064314120000000001,0.0068546496331691742,0.0068546496331691742,0.0084007680416107178,0.0084007680416107178,0.0069814808666706085,0.0069814808666706085,0.0027772560715675354,0.0027772560715675354,0.0026553943753242493,0.0026553943753242493,0.0025590658187866211,0.0025590658187866211,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014192871749401093,-0.0014192871749401093,-0.0014192871749401093,-0.0014192871749401093,-9.6328556537628174e-05,-9.6328556537628174e-05,-9.6328556537628174e-05,-9.6328556537628174e-05,-0.0013229586184024811,-0.0013229586184024811,-0.0013229586184024811,-0.0013229586184024811
143,data/1_2024/shard-000477.tar,1579375,START,mild,24,79,103,359,-27.5,1.71875,lt2,False,0.015570417,-0.00017768144607543945,-0.00018402934074401855,-0.0009037703275680542,-0.00092142820358276367,-0.00036211311817169189,-0.00036185979843139648,0.0016311407089233398,0.0016366094350814819,0.0036507844924926758,0.0036266595125198364,0.00082913041114807129,0.00083170831203460693,5.3942203521728516e-06,-3.5613775253295898e-06,0,-2.7075409889221191e-05,2.9906630516052246e-05,7.0035457611083984e-07,-7.8827142715454102e-06,2.2873282432556152e-05,1.7285346984863281e-05,1.6584992408752441e-05,1.1026859283447266e-06,0,0.00051175057888031006,0.00054121017456054688,0.00050233304500579834,0.00053179264068603516,-0.0028054714202880859,-0.0028017908334732056,-0.0027820467948913574,-0.0027783662080764771,0.003317221999168396,0.0033430010080337524,0.0032843798398971558,0.0033101588487625122
144,data/1_2024/shard-000477.tar,1615503,END,mild,6,53,59,315,-23.5,1.46875,lt2,True,0.0042437170000000001,-4.682689905166626e-05,-4.682689905166626e-05,-0.00056972354650497437,-0.00056972354650497437,-6.3233077526092529e-05,-6.3233077526092529e-05,0.0057806819677352905,0.0057806819677352905,0.0061233192682266235,0.0061233192682266235,0.007464192807674408,0.007464192807674408,0,0,0,0,0,0,0,0,0,0,0,0,0.00050649046897888184,0.00050649046897888184,0.00050649046897888184,0.00050649046897888184,0.0013408735394477844,0.0013408735394477844,0.0013408735394477844,0.0013408735394477844,-0.00083438307046890259,-0.00083438307046890259,-0.00083438307046890259,-0.00083438307046890259
145,data/1_2024/shard-000477.tar,1617503,START,medium,54,113,167,423,-29.5,1.84375,lt2,True,0.0017146539999999999,0.0034417733550071716,0.0034417733550071716,0.0032506957650184631,0.0032506957650184631,0.0029416307806968689,0.0029416307806968689,0.0034018158912658691,0.0034018158912658691,0.0017044320702552795,0.0017044320702552795,0.0027656480669975281,0.0027656480669975281,0,0,0,0,0,0,0,0,0,0,0,0,-0.00030906498432159424,-0.00030906498432159424,-0.00030906498432159424,-0.00030906498432159424,0.0010612159967422485,0.0010612159967422485,0.0010612159967422485,0.0010612159967422485,-0.0013702809810638428,-0.0013702809810638428,-0.0013702809810638428,-0.0013702809810638428
146,data/1_2024/shard-000477.tar,1637503,START,mild,22,84,106,362,-31,1.9375,lt2,True,0.0038681850000000001,0.0020814239978790283,0.0020993500947952271,0.0013798177242279053,0.0013709515333175659,0.0015491098165512085,0.0015100091695785522,0.0037080645561218262,0.0036844462156295776,0.0041723102331161499,0.0041776448488235474,0.0024739950895309448,0.0024857223033905029,1.3709068298339844e-05,7.3313713073730469e-06,8.8661909103393555e-06,0,0,1.5661120414733887e-05,2.3618340492248535e-05,0,-5.3644180297851562e-07,0,0,0,0.00017815828323364258,0.00012339651584625244,0.00017815828323364258,0.00012339651584625244,-0.0016988515853881836,-0.0016871243715286255,-0.0017036497592926025,-0.0016919225454330444,0.0018770098686218262,0.0018105208873748779,0.0018818080425262451,0.0018153190612792969
147,data/1_2024/shard-000477.tar,1641503,START,mild,22,70,92,348,-24,1.5,lt2,True,0.001861326,0.0013260990381240845,0.0013260990381240845,0.0015053600072860718,0.0015053600072860718,0.0013465285301208496,0.0013465285301208496,0.0018391013145446777,0.0018391013145446777,0.0016503632068634033,0.0016503632068634033,0.00078040361404418945,0.00078040361404418945,0,0,0,0,0,0,0,0,0,0,0,0,-0.00015883147716522217,-0.00015883147716522217,-0.00015883147716522217,-0.00015883147716522217,-0.00086995959281921387,-0.00086995959281921387,-0.00086995959281921387,-0.00086995959281921387,0.0007111281156539917,0.0007111281156539917,0.0007111281156539917,0.0007111281156539917
148,data/1_2024/shard-000477.tar,1652375,END,mild,5,101,106,362,-48,3,2to4,True,0.004340895,-0.00064381957054138184,-0.00064381957054138184,-0.0012008100748062134,-0.0012008100748062134,-0.0011159330606460571,-0.0011159330606460571,0.0055082738399505615,0.0055082738399505615,0.0055971592664718628,0.0055971592664718628,0.0056732296943664551,0.0056732296943664551,0,0,0,0,0,0,0,0,0,0,0,0,8.487701416015625e-05,8.487701416015625e-05,8.487701416015625e-05,8.487701416015625e-05,7.6070427894592285e-05,7.6070427894592285e-05,7.6070427894592285e-05,7.6070427894592285e-05,8.8065862655639648e-06,8.8065862655639648e-06,8.8065862655639648e-06,8.8065862655639648e-06
149,data/1_2024/shard-000477.tar,1663375,START,mild,30,72,102,358,-21,1.3125,lt2,False,0.016238466,-0.00055077672004699707,-0.00054303556680679321,-0.00045592337846755981,-0.00046391785144805908,-0.00034793466329574585,-0.00034793466329574585,0.00099822133779525757,0.00099822133779525757,0.00084946304559707642,0.00084946304559707642,0.00089847296476364136,0.00089847296476364136,0,0,7.3015689849853516e-07,-8.9108943939208984e-06,0,1.500546932220459e-05,2.1338462829589844e-05,9.8347663879394531e-07,0,-1.9051134586334229e-05,0,2.7567148208618164e-05,0.0001087188720703125,9.371340274810791e-05,0.00010707229375839233,9.2066824436187744e-05,4.9009919166564941e-05,2.1442770957946777e-05,2.9958784580230713e-05,2.3916363716125488e-06,5.9708952903747559e-05,7.2270631790161133e-05,7.7113509178161621e-05,8.9675188064575195e-05
150,data/1_2024/shard-000477.tar,1666503,START,mild,0,105,105,361,-52.5,3.28125,2to4,False,0.0095772970000000002,0.006054263561964035,0.0060584992170333862,0.0054776333272457123,0.00550035759806633,0.0040465332567691803,0.0040263719856739044,-0.00021940097212791443,-0.00021715089678764343,0.00090331956744194031,0.00093632563948631287,0.0013361126184463501,0.0013387240469455719,0,0,1.023709774017334e-05,3.2961368560791016e-05,2.1457672119140625e-06,-2.0042061805725098e-05,-6.4916908740997314e-05,3.3490359783172607e-06,0,0,-1.831352710723877e-05,0,-0.0014230087399482727,-0.0014209821820259094,-0.0014230087399482727,-0.0014209821820259094,0.00045110657811164856,0.00043540447950363159,0.000418100506067276,0.00040239840745925903,-0.0018741153180599213,-0.001856386661529541,-0.0018411092460155487,-0.0018233805894851685
151,data/1_2024/shard-000477.tar,1675503,START,strong,36,199,235,491,-81.5,5.09375,ge4,False,0.018685021,0.003263518214225769,0.003263518214225769,0.0019731223583221436,0.0019731223583221436,0.0044027864933013916,0.0044027864933013916,0.003369554877281189,0.003369554877281189,0.0053296685218811035,0.0053296685218811035,0.0046871602535247803,0.0046871602535247803,0,0,0,0,0,0,0,0,0,0,0,0,0.002429664134979248,0.002429664134979248,0.002429664134979248,0.002429664134979248,-0.00064250826835632324,-0.00064250826835632324,-0.00064250826835632324,-0.00064250826835632324,0.0030721724033355713,0.0030721724033355713,0.0030721724033355713,0.0030721724033355713
152,data/1_2024/shard-000477.tar,1680503,START,mild,21,43,64,320,-11,0.6875,lt2,False,0.013582818,0.0013402700424194336,0.0013402700424194336,0.001522749662399292,0.001522749662399292,0.0025179609656333923,0.0025179609656333923,0.00043309479951858521,0.00043309479951858521,0.00010369718074798584,0.00010369718074798584,0.00047973543405532837,0.00047973543405532837,0,0,0,0,0,0,0,0,0,0,0,0,0.00099521130323410034,0.00099521130323410034,0.00099521130323410034,0.00099521130323410034,0.00037603825330734253,0.00037603825330734253,0.00037603825330734253,0.00037603825330734253,0.00061917304992675781,0.00061917304992675781,0.00061917304992675781,0.00061917304992675781
153,data/1_2024/shard-000477.tar,1715503,START,medium,40,83,123,379,-21.5,1.34375,lt2,True,0.0072419379999999998,0.00047391653060913086,0.00047391653060913086,0.00071905553340911865,0.00071905553340911865,0.00073365867137908936,0.00073365867137908936,-0.00018835067749023438,-0.00018835067749023438,-0.00080430507659912109,-0.00080430507659912109,-0.00082279741764068604,-0.00082279741764068604,0,0,0,0,0,0,0,0,0,0,0,0,1.4603137969970703e-05,1.4603137969970703e-05,1.4603137969970703e-05,1.4603137969970703e-05,-1.8492341041564941e-05,-1.8492341041564941e-05,-1.8492341041564941e-05,-1.8492341041564941e-05,3.3095479011535645e-05,3.3095479011535645e-05,3.3095479011535645e-05,3.3095479011535645e-05
154,data/1_2024/shard-000477.tar,1723503,START,mild,26,59,85,341,-16.5,1.03125,lt2,True,0.000176176,-0.00051419436931610107,-0.00051419436931610107,-0.00089249014854431152,-0.00089249014854431152,-0.00092607736587524414,-0.00092607736587524414,-0.00050520151853561401,-0.00050520151853561401,-0.00052744895219802856,-0.00052744895219802856,-0.00059308856725692749,-0.00059308856725692749,0,0,0,0,0,0,0,0,0,0,0,0,-3.3587217330932617e-05,-3.3587217330932617e-05,-3.3587217330932617e-05,-3.3587217330932617e-05,-6.5639615058898926e-05,-6.5639615058898926e-05,-6.5639615058898926e-05,-6.5639615058898926e-05,3.2052397727966309e-05,3.2052397727966309e-05,3.2052397727966309e-05,3.2052397727966309e-05
155,data/1_2024/shard-000477.tar,1726503,START,mild,5,97,102,358,-46,2.875,2to4,False,0.022031783999999999,0.0025655478239059448,0.0025620609521865845,0.0026141852140426636,0.0026032030582427979,0.0029748678207397461,0.0029669627547264099,0.00453224778175354,0.0044983774423599243,0.0040894374251365662,0.0040965229272842407,0.0044826939702033997,0.0044826939702033997,2.0086765289306641e-05,-5.3048133850097656e-06,1.0982155799865723e-05,0,0,0,3.6768615245819092e-05,3.1739473342895508e-06,-9.7900629043579102e-06,0,-3.1590461730957031e-06,-7.3537230491638184e-06,0.00037166476249694824,0.00036375969648361206,0.00037166476249694824,0.00036375969648361206,0.00038662552833557129,0.0003908202052116394,0.00038933008909225464,0.00039352476596832275,-1.4960765838623047e-05,-2.7060508728027344e-05,-1.7665326595306396e-05,-2.9765069484710693e-05
156,data/1_2024/shard-000477.tar,1729375,START,mild,24,61,85,341,-18.5,1.15625,lt2,True,0.0012172610000000001,-0.0017713010311126709,-0.0017713010311126709,-0.00077568739652633667,-0.00077568739652633667,-0.0018527135252952576,-0.0018527135252952576,0.00015031546354293823,0.00015031546354293823,8.9071691036224365e-05,8.9071691036224365e-05,0.00051072984933853149,0.00051072984933853149,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010770261287689209,-0.0010770261287689209,-0.0010770261287689209,-0.0010770261287689209,0.00042165815830230713,0.00042165815830230713,0.00042165815830230713,0.00042165815830230713,-0.001498684287071228,-0.001498684287071228,-0.001498684287071228,-0.001498684287071228
157,data/1_2024/shard-000477.tar,1734503,END,mild,7,57,64,320,-25,1.5625,lt2,False,0.011856927999999999,-0.00034597516059875488,-0.00033839046955108643,-0.00024372339248657227,-0.00023956596851348877,-0.00027762353420257568,-0.00027552247047424316,0.0052422583103179932,0.0052271485328674316,0.0057099014520645142,0.0057166814804077148,0.0054708123207092285,0.0054686516523361206,-7.584691047668457e-06,2.4437904357910156e-06,0,-8.9108943939208984e-06,1.3589859008789062e-05,0,1.52587890625e-05,3.5434961318969727e-05,-1.3977289199829102e-05,-1.761317253112793e-05,0,-1.2546777725219727e-05,-4.749000072479248e-05,-3.1799077987670898e-05,-6.0558319091796875e-05,-4.4867396354675293e-05,-0.00025306642055511475,-0.00024268031120300293,-0.00026348233222961426,-0.00025309622287750244,0.00020557641983032227,0.00021088123321533203,0.00020292401313781738,0.00020822882652282715
158,data/1_2024/shard-000477.tar,1738503,START,mild,12,47,59,315,-17.5,1.09375,lt2,True,0.005706877,-0.00015097856521606445,-0.00015097856521606445,-0.00039051473140716553,-0.00039051473140716553,-0.00034136325120925903,-0.00034136325120925903,0.0063873976469039917,0.0063873976469039917,0.0063048973679542542,0.0063048973679542542,0.0056295245885848999,0.0056295245885848999,0,0,0,0,0,0,0,0,0,0,0,0,4.9151480197906494e-05,4.9151480197906494e-05,4.9151480197906494e-05,4.9151480197906494e-05,-0.00067537277936935425,-0.00067537277936935425,-0.00067537277936935425,-0.00067537277936935425,0.00072452425956726074,0.00072452425956726074,0.00072452425956726074,0.00072452425956726074
159,data/1_2024/shard-000477.tar,1749503,START,mild,2,57,59,315,-27.5,1.71875,lt2,True,0.0068290379999999999,0.002436518669128418,0.0024163872003555298,0.0022285580635070801,0.0022508054971694946,0.0019509643316268921,0.0019571036100387573,0.0020710080862045288,0.0020710080862045288,0.0044016242027282715,0.0044230371713638306,0.0026851817965507507,0.0026938393712043762,-6.2733888626098633e-06,-2.6971101760864258e-06,0,-4.0233135223388672e-06,0,0,5.8561563491821289e-06,2.1457672119140625e-06,7.7784061431884766e-06,2.0079314708709717e-05,-1.7583370208740234e-06,0,-0.00027759373188018799,-0.00027145445346832275,-0.00030386447906494141,-0.00029772520065307617,-0.0017069056630134583,-0.0017000064253807068,-0.0017160177230834961,-0.0017091184854507446,0.0014293119311332703,0.001428551971912384,0.0014121532440185547,0.0014113932847976685
160,data/1_2024/shard-000477.tar,1762375,START,mild,1,84,85,341,-41.5,2.59375,2to4,False,0.0090107399999999997,0.0018295124173164368,0.0018295124173164368,0.0018084496259689331,0.0018084496259689331,0.0016095563769340515,0.0016095563769340515,0.0038035735487937927,0.0038035735487937927,0.00251045823097229,0.00251045823097229,0.0029086396098136902,0.0029086396098136902,0,0,0,0,0,0,0,0,0,0,0,0,-0.00019889324903488159,-0.00019889324903488159,-0.00019889324903488159,-0.00019889324903488159,0.00039818137884140015,0.00039818137884140015,0.00039818137884140015,0.00039818137884140015,-0.00059707462787628174,-0.00059707462787628174,-0.00059707462787628174,-0.00059707462787628174
161,data/1_2024/shard-000477.tar,1768503,START,mild,22,83,105,361,-30.5,1.90625,lt2,True,3.3661999999999997e-05,0.0017342120409011841,0.0017196536064147949,0.0010726898908615112,0.0010609030723571777,0.0021786019206047058,0.0021886304020881653,0.0024019703269004822,0.0024432316422462463,0.0025663003325462341,0.0025663003325462341,0.0021810233592987061,0.0022009089589118958,0,-1.2814998626708984e-06,0,0,0,8.0913305282592773e-06,-2.9265880584716797e-05,-2.6240944862365723e-05,0,0,0,0,0.0011059120297431946,0.0011078491806983948,0.0011176988482475281,0.0011196359992027283,-0.00038527697324752808,-0.00036539137363433838,-0.00038527697324752808,-0.00036539137363433838,0.0014911890029907227,0.0014732405543327332,0.0015029758214950562,0.0014850273728370667
162,data/1_2024/shard-000477.tar,1772503,START,mild,9,76,85,341,-33.5,2.09375,2to4,True,0.0074228050000000002,-0.010096929967403412,-0.010096929967403412,-0.010816521942615509,-0.010816521942615509,-0.0098823979496955872,-0.0099406465888023376,0.00065702944993972778,0.00065702944993972778,0.00094438344240188599,0.00094438344240188599,3.1232833862304688e-05,0.000271625816822052,0,0,0,0,0,0,0,0,0,0,0,0,0.00093412399291992188,0.00087587535381317139,0.00093412399291992188,0.00087587535381317139,-0.0009131506085395813,-0.00067275762557983398,-0.0009131506085395813,-0.00067275762557983398,0.0018472746014595032,0.0015486329793930054,0.0018472746014595032,0.0015486329793930054
163,data/1_2024/shard-000477.tar,1778375,START,mild,9,91,100,356,-41,2.5625,2to4,True,0.0047517719999999996,0.0018884390592575073,0.0018732398748397827,0.0018391013145446777,0.0018622428178787231,0.0013220757246017456,0.0013142973184585571,0.0016876459121704102,0.0016876459121704102,0.0014389604330062866,0.0014237165451049805,0.0020688027143478394,0.0020629465579986572,4.8428773880004883e-06,6.4074993133544922e-06,3.2290816307067871e-05,0,1.2040138244628906e-05,2.2977590560913086e-05,-9.0450048446655273e-06,-1.5974044799804688e-05,2.263486385345459e-05,3.6805868148803711e-05,5.8561563491821289e-06,7.8231096267700195e-06,-0.00049677491188049316,-0.00051549077033996582,-0.00055220723152160645,-0.0005709230899810791,0.0006466209888458252,0.00063879787921905518,0.00067603588104248047,0.00066821277141571045,-0.0011433959007263184,-0.001154288649559021,-0.0012282431125640869,-0.0012391358613967896
164,data/1_2024/shard-000477.tar,1780375,END,mild,29,77,106,362,-24,1.5,lt2,False,0.012228299,0.00060523301362991333,0.00060523301362991333,0.0007195696234703064,0.0007195696234703064,0.00081881880760192871,0.00081881880760192871,-9.9755823612213135e-05,-9.9755823612213135e-05,-0.00021758675575256348,-0.00021758675575256348,-0.00043532252311706543,-0.00042845308780670166,0,0,0,0,0,0,0,0,0,0,0,6.8694353103637695e-06,9.9249184131622314e-05,9.9249184131622314e-05,9.9249184131622314e-05,9.9249184131622314e-05,-0.00021773576736450195,-0.00021773576736450195,-0.00021773576736450195,-0.00021773576736450195,0.00031698495149612427,0.00031698495149612427,0.00031698495149612427,0.00031698495149612427
165,data/1_2024/shard-000477.tar,1789503,START,mild,10,75,85,341,-32.5,2.03125,2to4,True,0.000110783,-0.0033969283103942871,-0.0033969283103942871,-0.0028814747929573059,-0.0028814747929573059,-0.0025794133543968201,-0.0025794133543968201,0.0018620342016220093,0.0018620342016220093,0.0021782815456390381,0.0021782815456390381,0.0019067078828811646,0.0019067078828811646,0,0,0,0,0,0,0,0,0,0,0,0,0.00030206143856048584,0.00030206143856048584,0.00030206143856048584,0.00030206143856048584,-0.00027157366275787354,-0.00027157366275787354,-0.00027157366275787354,-0.00027157366275787354,0.00057363510131835938,0.00057363510131835938,0.00057363510131835938,0.00057363510131835938
166,data/1_2024/shard-000477.tar,1797375,START,medium,8,146,154,410,-69,4.3125,ge4,False,0.017951034000000001,0.0020582824945449829,0.0020735710859298706,0.0024896487593650818,0.0024970844388008118,0.0021103993058204651,0.0021103993058204651,-0.001708589494228363,-0.001708589494228363,-0.0010767728090286255,-0.001091785728931427,-0.00084559619426727295,-0.00084330141544342041,1.7903745174407959e-05,3.8743019104003906e-06,-2.9802322387695312e-06,1.1473894119262695e-05,0,0,0,0,-6.0349702835083008e-06,-1.1019408702850342e-05,-6.7800283432006836e-07,-3.3989548683166504e-05,-0.00038222968578338623,-0.00038222968578338623,-0.00037521123886108398,-0.00037521123886108398,0.00022581964731216431,0.00026142597198486328,0.00023584812879562378,0.00027145445346832275,-0.00060804933309555054,-0.00064365565776824951,-0.00061105936765670776,-0.00064666569232940674
167,data/1_2024/shard-000477.tar,1820503,END,medium,11,165,176,432,-77,4.8125,ge4,False,0.014111683,-0.00079834461212158203,-0.00079834461212158203,-0.0016992613673210144,-0.0016992613673210144,-0.00045189261436462402,-0.00045189261436462402,0.0096582025289535522,0.0096582025289535522,0.014582537114620209,0.014582537114620209,0.008299022912979126,0.008299022912979126,0,0,0,0,0,0,0,0,0,0,0,0,0.0012473687529563904,0.0012473687529563904,0.0012473687529563904,0.0012473687529563904,-0.0062835142016410828,-0.0062835142016410828,-0.0062835142016410828,-0.0062835142016410828,0.0075308829545974731,0.0075308829545974731,0.0075308829545974731,0.0075308829545974731
168,data/1_2024/shard-000477.tar,1824503,START,mild,8,56,64,320,-24,1.5,lt2,False,0.013804220000000001,0.00030823051929473877,0.00030823051929473877,0.00061340630054473877,0.00061340630054473877,-1.3321638107299805e-05,-1.3321638107299805e-05,0.00074806809425354004,0.00074806809425354004,0.00055199861526489258,0.00055199861526489258,0.000370025634765625,0.000370025634765625,0,0,0,0,0,0,0,0,0,0,0,0,-0.00062672793865203857,-0.00062672793865203857,-0.00062672793865203857,-0.00062672793865203857,-0.00018197298049926758,-0.00018197298049926758,-0.00018197298049926758,-0.00018197298049926758,-0.000444754958152771,-0.000444754958152771,-0.000444754958152771,-0.000444754958152771
169,data/1_2024/shard-000477.tar,1835503,START,mild,6,104,110,366,-49,3.0625,2to4,True,0.0075292620000000001,-5.0023198127746582e-05,-5.0023198127746582e-05,-0.0003841891884803772,-0.0003841891884803772,-0.00043859332799911499,-0.00043859332799911499,0.012889377772808075,0.012889377772808075,0.011764049530029297,0.011764049530029297,0.011569201946258545,0.011569201946258545,0,0,0,0,0,0,0,0,0,0,0,0,-5.4404139518737793e-05,-5.4404139518737793e-05,-5.4404139518737793e-05,-5.4404139518737793e-05,-0.00019484758377075195,-0.00019484758377075195,-0.00019484758377075195,-0.00019484758377075195,0.00014044344425201416,0.00014044344425201416,0.00014044344425201416,0.00014044344425201416
170,data/1_2024/shard-000477.tar,1848503,START,mild,12,73,85,341,-30.5,1.90625,lt2,False,0.026697412,-0.00193825364112854,-0.00193825364112854,-0.0027070939540863037,-0.0027070939540863037,-0.0024398639798164368,-0.0024398639798164368,0.008338049054145813,0.008338049054145813,0.0069967955350875854,0.0069967955350875854,0.0069008022546768188,0.0069008022546768188,0,0,0,0,0,0,0,0,0,0,0,0,0.00026722997426986694,0.00026722997426986694,0.00026722997426986694,0.00026722997426986694,-9.5993280410766602e-05,-9.5993280410766602e-05,-9.5993280410766602e-05,-9.5993280410766602e-05,0.00036322325468063354,0.00036322325468063354,0.00036322325468063354,0.00036322325468063354
171,data/1_2024/shard-000477.tar,1855375,START,medium,31,121,152,408,-45,2.8125,2to4,True,0.0035180649999999999,-6.8187713623046875e-05,-6.8187713623046875e-05,-0.0006459355354309082,-0.0006459355354309082,0.00013358891010284424,0.00013358891010284424,-0.00033897161483764648,-0.00033897161483764648,1.8209218978881836e-05,1.8209218978881836e-05,3.4853816032409668e-05,3.4853816032409668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00077952444553375244,0.00077952444553375244,0.00077952444553375244,0.00077952444553375244,1.6644597053527832e-05,1.6644597053527832e-05,1.6644597053527832e-05,1.6644597053527832e-05,0.00076287984848022461,0.00076287984848022461,0.00076287984848022461,0.00076287984848022461
172,data/1_2024/shard-000477.tar,1859503,START,mild,26,76,102,358,-25,1.5625,lt2,True,0.001135781,-0.00015647709369659424,-0.00015647709369659424,-0.00070238113403320312,-0.00070238113403320312,0.0011508315801620483,0.0011508315801620483,0.0024404525756835938,0.0024404525756835938,0.0019750297069549561,0.0019750297069549561,0.0022767931222915649,0.0022767931222915649,0,0,0,0,0,0,0,0,0,0,0,0,0.0018532127141952515,0.0018532127141952515,0.0018532127141952515,0.0018532127141952515,0.00030176341533660889,0.00030176341533660889,0.00030176341533660889,0.00030176341533660889,0.0015514492988586426,0.0015514492988586426,0.0015514492988586426,0.0015514492988586426
173,data/1_2024/shard-000477.tar,1867503,START,mild,8,100,108,364,-46,2.875,2to4,True,0.002752282,0.0054768472909927368,0.0054768472909927368,0.0059398412704467773,0.0059398412704467773,0.0067173391580581665,0.0067173391580581665,0.0090549588203430176,0.0090549588203430176,0.0070412158966064453,0.0070412158966064453,0.0080008506774902344,0.0080008506774902344,0,0,0,0,0,0,0,0,0,0,0,0,0.00077749788761138916,0.00077749788761138916,0.00077749788761138916,0.00077749788761138916,0.00095963478088378906,0.00095963478088378906,0.00095963478088378906,0.00095963478088378906,-0.0001821368932723999,-0.0001821368932723999,-0.0001821368932723999,-0.0001821368932723999
