unit,cohort,sample_id,source_shard,target,orientation,zoom,latent_shift,norm_offset,pixel_shift,opp_na,strict_identity,PRE_L_CORRECT,PRE_L_IDENTITY,PRE_M_IDENTITY,PRE_M_OPPOSITE,PRE_M_SHUFFLED,PRE_S_OPPOSITE_relrms,PRE_best3,MID_L_CORRECT,MID_L_IDENTITY,MID_M_IDENTITY,MID_M_OPPOSITE,MID_M_SHUFFLED,MID_S_OPPOSITE_relrms,MID_best3,POST_L_CORRECT,POST_L_IDENTITY,POST_M_IDENTITY,POST_M_OPPOSITE,POST_M_SHUFFLED,POST_S_OPPOSITE_relrms,POST_best3
1482,camera,3889375,data/1_2024/shard-000477.tar,256x256,vertical,1.3477,3.219,0.7464,51.5,0,0,0.425259,0.410636,-0.014623,0.000955,-0.008708,0.104768,0.000,0.411599,0.411614,0.000015,0.000377,-0.001053,0.048245,0.250,0.409113,0.409287,0.000174,0.001059,-0.000739,0.046631,0.250
1483,camera,874375,data/1_2024/shard-000477.tar,256x256,horizontal,1.2655,3.625,0.1234,-58.0,0,0,0.672066,0.659758,-0.012308,0.002270,0.001238,0.127414,0.250,0.658460,0.659001,0.000541,0.006546,0.007618,0.054211,0.500,0.660500,0.660722,0.000222,0.005646,0.006168,0.052997,0.250
1484,camera,6117375,data/1_2024/shard-000477.tar,256x256,vertical,1.1842,0.156,0.4757,-2.5,0,0,0.415652,0.414800,-0.000852,0.000240,-0.001215,0.007753,0.250,0.411798,0.413603,0.001805,0.000464,-0.000735,0.007410,0.500,0.409322,0.413719,0.004397,0.000215,-0.000653,0.006869,0.250
1485,camera,656375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,3.000,0.9706,48.0,0,0,0.758022,0.758448,0.000426,0.005276,0.002511,0.090778,0.500,0.752632,0.758713,0.006081,0.007191,0.001134,0.073046,0.750,0.749663,0.754419,0.004756,0.006088,0.001068,0.071377,0.750
1486,camera,5822375,data/1_2024/shard-000477.tar,256x256,vertical,1.1507,2.344,0.0482,-37.5,0,0,0.516895,0.525782,0.008887,0.008170,0.007805,0.086364,0.750,0.514666,0.522188,0.007522,0.005715,0.004859,0.062950,1.000,0.513330,0.521927,0.008597,0.006506,0.005355,0.068261,1.000
1487,camera,28375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.000,0.5000,0.0,1,0,0.603658,0.602875,-0.000783,,-0.000211,,0.500,0.599388,0.604056,0.004668,,-0.001704,,0.750,0.594721,0.597892,0.003171,,0.000248,,1.000
1488,camera,6934375,data/1_2024/shard-000477.tar,256x256,vertical,1.2655,4.125,0.9286,66.0,0,0,0.468390,0.457562,-0.010828,0.005811,-0.009943,0.135969,0.000,0.454682,0.462334,0.007652,0.004434,0.007455,0.067229,0.500,0.452217,0.457482,0.005265,0.004256,0.007728,0.070872,0.500
1489,camera,6322375,data/1_2024/shard-000477.tar,256x256,horizontal,1.3332,5.594,0.0503,-89.5,0,0,0.626470,0.604259,-0.022211,0.000720,-0.020209,0.149400,0.000,0.604780,0.604979,0.000199,0.000988,-0.001368,0.077711,0.250,0.604638,0.602570,-0.002068,0.002565,-0.000999,0.068350,0.250
1490,camera,5784375,data/1_2024/shard-000477.tar,256x256,vertical,1.1354,1.000,0.7162,16.0,0,0,0.474878,0.475993,0.001114,-0.000486,0.001083,0.049143,0.250,0.476858,0.477394,0.000535,-0.000198,0.000322,0.041603,0.250,0.477604,0.477999,0.000395,-0.000396,0.004407,0.039119,0.250
1491,camera,3893375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.188,0.3208,-19.0,0,0,0.621767,0.622815,0.001048,0.002401,0.002488,0.052931,0.500,0.618836,0.625427,0.006591,0.008036,0.008167,0.067678,1.000,0.617672,0.624457,0.006785,0.008968,0.009033,0.071607,1.000
1492,camera,2429375,data/1_2024/shard-000477.tar,256x256,vertical,1.2655,3.500,0.8636,56.0,0,0,0.249192,0.245880,-0.003312,0.001485,-0.003755,0.096184,0.250,0.242231,0.244481,0.002251,0.002700,0.001774,0.050356,0.750,0.242118,0.243829,0.001711,0.002413,0.001321,0.046342,0.750
1493,camera,6830375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1336,0.594,0.6301,9.5,0,0,0.437128,0.438078,0.000950,-0.000155,0.009365,0.031534,0.250,0.434853,0.436117,0.001264,-0.000356,0.002601,0.026002,0.250,0.434342,0.436286,0.001944,0.000165,0.002542,0.024446,0.500
1494,camera,541375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1541,1.656,0.8118,26.5,0,0,0.734491,0.731891,-0.002600,-0.000697,-0.000382,0.074084,0.250,0.732108,0.731620,-0.000488,0.000006,-0.001460,0.055497,0.500,0.730895,0.731391,0.000497,0.000390,-0.001200,0.059993,0.500
1495,camera,5975375,data/1_2024/shard-000477.tar,256x256,vertical,1.3361,2.719,0.7164,43.5,0,0,0.526408,0.520886,-0.005521,0.002907,0.000460,0.080268,0.250,0.518922,0.522485,0.003563,0.000738,0.002212,0.046986,0.000,0.515399,0.517855,0.002457,0.000477,0.000717,0.050503,0.000
1496,camera,6413375,data/1_2024/shard-000477.tar,256x256,horizontal,1.3332,2.531,0.2965,-40.5,0,0,0.887881,0.880972,-0.006909,0.003766,-0.005486,0.061037,0.250,0.882660,0.883105,0.000445,0.003141,0.001057,0.039123,0.250,0.883946,0.884412,0.000466,0.001915,0.001228,0.037757,0.250
1497,camera,4238375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1163,1.344,0.1587,-21.5,0,0,0.490500,0.491528,0.001028,0.001677,0.004622,0.035492,0.250,0.493423,0.494721,0.001298,0.001656,0.001463,0.029387,0.500,0.489902,0.491138,0.001237,0.000676,0.001781,0.032728,0.500
1498,camera,3960375,data/1_2024/shard-000477.tar,256x256,vertical,1.1541,1.656,0.8118,26.5,0,0,0.339028,0.339547,0.000519,0.000134,0.001559,0.035904,0.500,0.340984,0.339977,-0.001007,-0.001142,0.001416,0.033010,0.500,0.341263,0.340537,-0.000726,-0.000755,0.001477,0.031962,0.500
1499,camera,5987375,data/1_2024/shard-000477.tar,256x256,vertical,1.2167,3.344,0.9350,53.5,0,0,0.339260,0.341920,0.002660,0.001726,-0.000659,0.091467,0.250,0.335643,0.339985,0.004341,-0.000704,0.000130,0.058960,0.000,0.335420,0.341450,0.006030,-0.000908,0.000461,0.062064,0.250
1500,camera,4932375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.062,0.4906,-1.0,0,0,0.463341,0.465775,0.002434,-0.000174,0.001987,0.004446,0.000,0.463837,0.466764,0.002927,-0.000279,0.006858,0.005391,0.000,0.461885,0.463560,0.001676,0.000054,0.005455,0.004090,0.500
1501,camera,428375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1388,1.375,0.2105,-22.0,0,0,0.645603,0.647354,0.001752,0.001813,0.000109,0.036304,1.000,0.645072,0.646223,0.001151,0.000457,0.000347,0.030387,0.750,0.646265,0.647110,0.000845,0.000521,0.000313,0.029885,0.750
1502,camera,8246375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.250,0.4608,-4.0,0,0,0.535231,0.536781,0.001550,-0.000293,0.019071,0.012731,0.250,0.532105,0.536212,0.004107,0.000188,0.001555,0.009730,0.750,0.533985,0.538813,0.004827,-0.000224,-0.000291,0.009650,0.250
1503,camera,8295375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,2.125,0.1667,-34.0,0,0,0.672373,0.665917,-0.006455,-0.005907,-0.007578,0.082180,0.250,0.672426,0.667752,-0.004675,-0.001845,-0.003221,0.047488,0.250,0.673990,0.670305,-0.003686,-0.001252,-0.002088,0.050351,0.500
1504,camera,6552375,data/1_2024/shard-000477.tar,256x256,vertical,1.1941,0.844,0.6239,13.5,0,0,0.361374,0.358595,-0.002778,-0.000209,0.003704,0.024999,0.000,0.357970,0.358074,0.000104,-0.000385,0.000484,0.022067,0.000,0.356011,0.356885,0.000874,0.000509,0.001676,0.021417,0.250
1505,camera,975375,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,0.594,0.4095,-9.5,0,0,0.674815,0.679430,0.004615,0.001438,0.008914,0.033128,0.750,0.667639,0.675781,0.008142,0.000915,0.003371,0.017033,0.750,0.667433,0.676786,0.009353,0.000587,0.002622,0.015334,1.000
1506,camera,806375,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,3.156,0.9810,50.5,0,0,0.880837,0.879473,-0.001364,0.006647,0.007194,0.111075,0.250,0.879986,0.882103,0.002117,0.003994,0.004429,0.081444,0.750,0.877701,0.878433,0.000732,0.000827,0.001184,0.073496,0.250
1507,camera,1157375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,2.250,0.1604,-36.0,0,0,0.719038,0.718319,-0.000719,-0.001784,-0.001622,0.068368,0.000,0.715708,0.718891,0.003182,0.000573,0.006963,0.031213,0.250,0.716879,0.719001,0.002122,0.000133,0.005922,0.034333,0.250
1508,camera,8222375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,2.875,0.9510,46.0,0,0,0.177776,0.174235,-0.003541,0.000879,0.000009,0.062467,0.000,0.171292,0.171714,0.000422,0.004655,0.004069,0.046431,1.000,0.170640,0.171657,0.001017,0.004901,0.004042,0.049206,1.000
1509,camera,4069375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.000,0.3491,-16.0,0,0,0.627099,0.631891,0.004792,0.002325,0.003712,0.043734,0.750,0.623561,0.631207,0.007646,0.000701,0.002689,0.040479,0.750,0.622063,0.629371,0.007308,0.000197,0.003319,0.037271,0.500
1510,camera,3999375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,0.188,0.5294,3.0,0,0,0.387020,0.386617,-0.000403,-0.000113,0.000409,0.008011,0.250,0.389484,0.387897,-0.001587,0.000030,0.000198,0.008349,0.000,0.387714,0.385550,-0.002164,0.000020,0.000214,0.008617,0.000
1511,camera,2803375,data/1_2024/shard-000477.tar,256x256,vertical,1.2071,2.594,0.8547,41.5,0,0,0.346632,0.344370,-0.002262,-0.000355,0.009865,0.076845,0.000,0.340716,0.345262,0.004546,0.003363,0.003778,0.054275,1.000,0.339209,0.343703,0.004494,0.003002,0.002882,0.053711,1.000
1512,camera,4373375,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,0.125,0.4844,-2.0,0,0,0.619077,0.617755,-0.001323,-0.000227,0.000235,0.007181,0.000,0.620798,0.620601,-0.000197,0.000089,0.000400,0.007672,0.250,0.618093,0.618019,-0.000075,0.000157,0.001594,0.006861,0.250
1513,camera,2686375,data/1_2024/shard-000477.tar,256x256,vertical,1.3095,1.031,0.4098,-16.5,0,0,0.417512,0.418872,0.001360,0.000343,0.000542,0.019714,0.250,0.413256,0.416726,0.003470,-0.000441,0.000707,0.020742,0.000,0.411038,0.413358,0.002320,-0.001067,-0.000871,0.018929,0.000
1514,camera,7084375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,3.250,0.9906,52.0,0,0,0.616985,0.620954,0.003969,0.008368,-0.002083,0.096307,0.250,0.618569,0.622004,0.003435,0.001468,-0.002430,0.049654,0.500,0.619175,0.622164,0.002989,0.002655,-0.001943,0.058982,0.250
1515,camera,177375,data/1_2024/shard-000477.tar,256x256,vertical,1.3390,1.156,0.4089,-18.5,0,0,0.595960,0.594921,-0.001039,0.001301,0.020964,0.038301,0.250,0.588761,0.595349,0.006588,-0.001257,0.002331,0.029788,0.000,0.587397,0.593597,0.006199,-0.002170,0.003087,0.035215,0.000
1516,camera,5462375,data/1_2024/shard-000477.tar,256x256,vertical,1.2915,4.656,0.0643,-74.5,0,0,0.698118,0.686235,-0.011883,-0.000845,-0.005168,0.168410,0.250,0.686298,0.687796,0.001498,0.010447,0.003915,0.124399,0.500,0.686952,0.688642,0.001689,0.012421,0.004939,0.128481,0.500
1517,camera,4330375,data/1_2024/shard-000477.tar,256x256,vertical,1.1957,2.312,0.8364,37.0,0,0,0.556010,0.553717,-0.002292,0.006980,-0.000146,0.082476,0.000,0.550279,0.552983,0.002704,0.003301,-0.000097,0.055808,0.250,0.549753,0.552346,0.002593,0.002745,-0.000052,0.050443,0.250
1518,camera,7009375,data/1_2024/shard-000477.tar,256x256,vertical,1.2135,1.219,0.6612,19.5,0,0,0.541703,0.550465,0.008761,0.008236,0.012543,0.100608,0.750,0.542072,0.548815,0.006743,0.002818,0.005172,0.063986,1.000,0.540732,0.546556,0.005824,0.002135,0.003957,0.061499,1.000
1519,camera,7029375,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,2.375,0.2031,-38.0,0,0,0.634296,0.631943,-0.002353,0.009982,-0.000189,0.097719,0.250,0.632160,0.632340,0.000180,0.008466,-0.000017,0.077146,0.250,0.636277,0.634832,-0.001445,0.004638,-0.000129,0.065667,0.000
1520,camera,5737375,data/1_2024/shard-000477.tar,256x256,vertical,1.3332,4.844,0.1106,-77.5,0,0,0.304950,0.284465,-0.020485,-0.002810,-0.021329,0.144693,0.000,0.286498,0.284710,-0.001788,0.001854,-0.002443,0.048666,0.250,0.287795,0.285867,-0.001929,0.000858,-0.002531,0.052262,0.250
1521,camera,7210375,data/1_2024/shard-000477.tar,256x256,horizontal,1.2778,3.250,0.8210,52.0,0,0,0.545043,0.541094,-0.003949,0.002546,0.011823,0.111267,0.250,0.537238,0.538052,0.000815,0.003222,0.005953,0.060106,0.500,0.537566,0.538344,0.000777,0.004538,0.006074,0.064160,0.500
1522,camera,4292375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.250,0.8396,36.0,0,0,0.497821,0.498022,0.000201,0.003951,0.024664,0.067907,0.250,0.497971,0.499015,0.001044,0.002901,0.020791,0.045679,1.000,0.493319,0.494674,0.001355,0.001944,0.021100,0.042977,1.000
1523,camera,7834375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1541,0.531,0.4000,-8.5,0,0,0.449610,0.449335,-0.000275,0.002258,0.002247,0.024075,0.250,0.449993,0.451189,0.001196,0.002164,0.002226,0.020397,0.500,0.448907,0.450514,0.001607,0.002192,0.002877,0.022364,0.250
1524,camera,4134375,data/1_2024/shard-000477.tar,256x256,vertical,1.3376,1.125,0.4109,-18.0,0,0,0.435972,0.432378,-0.003594,-0.001951,-0.000099,0.035393,0.000,0.427572,0.430677,0.003104,-0.000352,0.005267,0.024750,0.000,0.427238,0.430953,0.003715,0.000280,0.004979,0.026246,0.500
1525,camera,3382375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1891,0.875,0.3679,-14.0,0,0,0.793728,0.800161,0.006433,0.006176,0.007290,0.065121,0.500,0.796201,0.802280,0.006079,0.006617,0.007302,0.055423,0.500,0.792016,0.800011,0.007995,0.007187,0.009606,0.058179,0.750
1526,camera,4701375,data/1_2024/shard-000477.tar,256x256,vertical,1.2763,2.281,0.2733,-36.5,0,0,0.713105,0.709967,-0.003137,0.004673,-0.003235,0.075037,0.000,0.711173,0.711390,0.000217,0.003346,-0.000682,0.041452,0.250,0.708161,0.709285,0.001125,0.003299,-0.000518,0.043431,0.500
1527,camera,2682375,data/1_2024/shard-000477.tar,256x256,vertical,1.3332,0.531,0.4573,-8.5,0,0,0.424612,0.422116,-0.002497,-0.000190,-0.002978,0.014077,0.000,0.419320,0.420392,0.001071,0.000289,-0.000607,0.013533,0.250,0.418898,0.420278,0.001380,0.000171,-0.000680,0.015039,0.500
1528,camera,8048375,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,2.281,0.8411,36.5,0,0,0.457715,0.454340,-0.003374,-0.006220,-0.006261,0.097664,0.000,0.454451,0.452050,-0.002401,-0.003361,-0.001783,0.079219,0.500,0.453862,0.451267,-0.002594,-0.001295,-0.000739,0.076622,0.250
1529,camera,941375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1439,0.594,0.6203,9.5,0,0,0.731358,0.732471,0.001112,0.000920,0.005685,0.077662,0.500,0.731918,0.732812,0.000893,0.000740,0.003559,0.065730,0.750,0.732437,0.733160,0.000723,0.001138,0.015296,0.067844,0.500
1530,camera,8269375,data/1_2024/shard-000477.tar,256x256,vertical,1.1075,0.875,0.7414,14.0,0,0,0.563789,0.561924,-0.001865,-0.000528,0.002628,0.059936,0.250,0.563069,0.561634,-0.001435,0.002005,0.003214,0.053044,0.500,0.563577,0.564577,0.001000,0.002178,0.003331,0.058801,0.500
1531,camera,6878375,data/1_2024/shard-000477.tar,256x256,vertical,1.1973,1.281,0.6847,20.5,0,0,0.773241,0.772528,-0.000713,-0.001470,-0.000780,0.041837,0.250,0.774272,0.773773,-0.000499,-0.001057,-0.000452,0.041778,0.250,0.772710,0.772522,-0.000188,-0.001172,-0.000401,0.037936,0.250
1532,camera,8160375,data/1_2024/shard-000477.tar,256x256,horizontal,1.3947,5.062,0.8347,81.0,0,0,0.761708,0.731802,-0.029906,0.000492,-0.026613,0.153251,0.000,0.735498,0.734396,-0.001102,0.001860,0.002832,0.071723,0.250,0.733819,0.728973,-0.004846,0.000297,0.000024,0.069841,0.000
1533,camera,876375,data/1_2024/shard-000477.tar,256x256,vertical,1.2022,3.312,0.0351,-53.0,0,0,0.431131,0.427095,-0.004036,0.002119,-0.003741,0.104784,0.000,0.423597,0.426817,0.003220,0.002930,0.001306,0.054765,1.000,0.421746,0.424514,0.002768,0.003655,0.002276,0.052881,1.000
1534,camera,2492375,data/1_2024/shard-000477.tar,256x256,vertical,1.1875,3.031,0.0381,-48.5,0,0,0.601719,0.598141,-0.003578,0.000843,-0.000973,0.079005,0.250,0.595117,0.596665,0.001548,0.002490,0.002874,0.046976,0.750,0.593947,0.595727,0.001780,0.002534,0.002989,0.048219,0.750
1535,camera,3725375,data/1_2024/shard-000477.tar,256x256,vertical,1.2809,1.562,0.6524,25.0,0,0,0.740211,0.745662,0.005452,0.006403,0.001413,0.066615,0.250,0.733348,0.747372,0.014024,0.009434,0.007065,0.104959,0.500,0.730724,0.746072,0.015347,0.010978,0.008273,0.106577,0.500
1536,camera,4865375,data/1_2024/shard-000477.tar,256x256,vertical,1.1924,1.938,0.2130,-31.0,0,0,0.701015,0.697280,-0.003734,-0.002614,-0.003335,0.044766,0.000,0.702988,0.700453,-0.002534,-0.002157,-0.002061,0.037882,0.000,0.700601,0.698757,-0.001844,-0.001737,-0.000033,0.035898,0.000
1537,camera,1961375,data/1_2024/shard-000477.tar,256x256,horizontal,1.2655,3.438,0.1429,-55.0,0,0,0.543578,0.535220,-0.008357,-0.002091,-0.007707,0.137886,0.000,0.535732,0.541121,0.005389,-0.001036,0.001893,0.076529,0.500,0.532999,0.535696,0.002696,0.000592,0.002334,0.072653,0.250
1538,camera,1589375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1022,1.594,0.0364,-25.5,0,0,0.476013,0.473529,-0.002484,-0.002248,0.001523,0.043793,0.000,0.477204,0.476213,-0.000991,-0.000700,0.000878,0.038999,0.000,0.474445,0.474604,0.000159,0.000379,0.001452,0.044507,0.750
1539,camera,1780375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.500,0.7264,24.0,0,0,0.361229,0.361640,0.000411,-0.000344,0.000014,0.024102,0.250,0.358283,0.358721,0.000438,-0.000033,0.000101,0.019664,0.250,0.357892,0.358313,0.000421,-0.000286,0.000020,0.021248,0.250
1540,camera,5032375,data/1_2024/shard-000477.tar,256x256,vertical,1.1180,0.062,0.4844,-1.0,0,0,0.478718,0.479055,0.000338,0.000087,0.000057,0.005117,0.500,0.474204,0.475605,0.001401,0.000090,-0.000109,0.005792,0.750,0.473550,0.475019,0.001470,0.000064,-0.000409,0.004695,1.000
1541,camera,3438375,data/1_2024/shard-000477.tar,256x256,vertical,1.1709,0.531,0.4105,-8.5,0,0,0.440765,0.436619,-0.004146,-0.002230,-0.002036,0.025632,0.000,0.438228,0.436501,-0.001726,-0.002064,0.001534,0.020344,0.250,0.438206,0.437557,-0.000650,-0.001263,0.003363,0.016298,0.250
1542,camera,6977375,data/1_2024/shard-000477.tar,256x256,vertical,1.1709,0.906,0.3474,-14.5,0,0,0.519869,0.519557,-0.000312,0.001187,0.004065,0.019746,0.250,0.519708,0.520061,0.000352,0.000764,0.001171,0.017502,0.500,0.515559,0.515655,0.000096,0.000290,0.000859,0.016788,0.250
1543,camera,996375,data/1_2024/shard-000477.tar,256x256,vertical,1.1826,3.188,0.0000,-51.0,0,0,0.705365,0.701974,-0.003390,0.001414,0.010934,0.074137,0.000,0.704449,0.704427,-0.000022,0.002824,0.005451,0.045114,0.500,0.704116,0.703248,-0.000868,0.001314,0.003660,0.044903,0.500
1544,camera,2587375,data/1_2024/shard-000477.tar,256x256,vertical,1.2055,2.000,0.7759,32.0,0,0,0.384400,0.383546,-0.000855,0.000167,0.000080,0.055843,0.250,0.380146,0.381638,0.001492,0.002718,-0.000069,0.052750,0.750,0.380437,0.382068,0.001631,0.001843,0.000494,0.059436,0.750
1545,camera,5425375,data/1_2024/shard-000477.tar,256x256,horizontal,1.4724,9.156,0.0100,-146.5,0,0,0.648288,0.594092,-0.054196,0.002505,-0.052932,0.161651,0.000,0.604904,0.597340,-0.007564,0.000349,-0.007644,0.118764,0.000,0.600045,0.594603,-0.005442,-0.001609,-0.006074,0.105200,0.000
1546,camera,8233375,data/1_2024/shard-000477.tar,256x256,vertical,1.1908,0.219,0.5327,3.5,0,0,0.452698,0.451093,-0.001605,0.000357,0.020822,0.007527,0.000,0.454609,0.453563,-0.001046,0.000058,0.000607,0.007617,0.000,0.450873,0.450189,-0.000684,0.000136,0.001808,0.007487,0.250
1547,camera,7618375,data/1_2024/shard-000477.tar,256x256,vertical,1.3332,1.219,0.4020,-19.5,0,0,0.323978,0.321074,-0.002904,-0.000935,-0.000979,0.063899,0.000,0.311386,0.318142,0.006756,0.000441,0.001613,0.034250,0.750,0.308651,0.313929,0.005278,0.000190,0.001818,0.031773,0.250
1548,camera,3511375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.062,0.1887,-33.0,0,0,0.677203,0.680523,0.003320,0.001420,0.000823,0.059652,0.750,0.673556,0.680652,0.007096,0.001329,0.000582,0.038400,0.750,0.672071,0.680285,0.008214,0.003210,0.001743,0.043390,0.750
1549,camera,7406375,data/1_2024/shard-000477.tar,256x256,vertical,1.2183,1.812,0.7339,29.0,0,0,0.386864,0.386715,-0.000149,-0.001793,-0.002638,0.052752,0.000,0.385503,0.386782,0.001280,-0.000523,-0.001226,0.037776,0.000,0.385172,0.388366,0.003194,-0.000242,-0.000462,0.036314,0.250
1550,camera,7451375,data/1_2024/shard-000477.tar,256x256,vertical,1.2453,4.281,0.9858,68.5,0,0,0.477774,0.474185,-0.003588,0.007244,-0.000548,0.125286,0.250,0.461407,0.470305,0.008898,0.007575,0.003338,0.069873,0.750,0.458010,0.465218,0.007208,0.005807,0.002044,0.064151,0.750
1551,camera,5254375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1859,2.688,0.0865,-43.0,0,0,0.447793,0.443875,-0.003917,-0.000623,0.026207,0.067634,0.000,0.446072,0.445708,-0.000363,0.001036,0.003227,0.048157,0.250,0.443897,0.443549,-0.000349,0.001422,0.004621,0.051864,0.000
1552,camera,3868375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.438,0.7170,23.0,0,0,0.481839,0.481232,-0.000607,0.001504,-0.000386,0.034012,0.250,0.480482,0.481012,0.000530,0.000589,0.000195,0.032302,0.750,0.476347,0.476892,0.000545,0.001759,0.000843,0.033745,0.500
1553,camera,4540375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1405,2.094,0.0649,-33.5,0,0,0.549916,0.548431,-0.001485,0.000135,0.016064,0.046646,0.000,0.548289,0.548343,0.000054,0.000252,0.002649,0.039082,0.250,0.548183,0.548665,0.000482,0.000335,0.003022,0.036331,0.250
1554,camera,6178375,data/1_2024/shard-000477.tar,256x256,vertical,1.1093,1.844,1.0000,29.5,0,0,0.498807,0.499600,0.000793,0.001058,0.000300,0.039862,0.250,0.500898,0.502081,0.001184,0.001582,-0.000215,0.032495,0.250,0.499648,0.500446,0.000798,0.000734,-0.000632,0.030585,0.250
1555,camera,7624375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1267,0.719,0.3333,-11.5,0,0,0.497451,0.497574,0.000123,0.000396,0.003496,0.025790,0.250,0.495953,0.497241,0.001288,0.001394,0.001183,0.021718,0.750,0.496117,0.497136,0.001020,0.000776,0.000960,0.022048,0.750
1556,camera,4365375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.062,0.8113,33.0,0,0,0.435654,0.433262,-0.002392,0.000965,0.000108,0.050521,0.250,0.434522,0.434576,0.000054,0.001251,-0.000328,0.031870,0.250,0.431221,0.431969,0.000748,0.001469,-0.000107,0.032799,0.500
1557,camera,2212375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,0.375,0.5566,6.0,0,0,0.564062,0.565992,0.001931,0.000942,0.004247,0.017329,0.250,0.559851,0.562547,0.002696,0.000661,0.002625,0.017803,0.250,0.560430,0.563467,0.003038,0.000194,0.004897,0.018806,0.250
1558,camera,6375375,data/1_2024/shard-000477.tar,256x256,vertical,1.2038,1.531,0.7130,24.5,0,0,0.785324,0.786847,0.001523,0.001544,0.000646,0.052029,0.500,0.782506,0.786342,0.003836,0.002854,0.002236,0.052950,0.750,0.781209,0.784586,0.003376,0.002209,0.002052,0.055222,0.500
1559,camera,3283375,data/1_2024/shard-000477.tar,256x256,horizontal,1.1859,1.875,0.7885,30.0,0,0,0.617710,0.618853,0.001143,0.001286,0.001124,0.046138,0.250,0.616321,0.619566,0.003244,0.002040,0.002321,0.035908,0.500,0.617605,0.621441,0.003836,0.002134,0.003185,0.038412,0.500
1560,camera,4804375,data/1_2024/shard-000477.tar,256x256,vertical,1.2295,0.906,0.6107,14.5,0,0,0.529011,0.530761,0.001750,0.011334,0.017390,0.095756,0.250,0.523055,0.526462,0.003407,-0.000330,0.000075,0.028814,0.500,0.525240,0.529217,0.003977,-0.001070,-0.000920,0.031718,0.500
1561,camera,4021375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,1.500,0.2736,-24.0,0,0,0.521522,0.520953,-0.000569,-0.000668,-0.000659,0.032831,0.500,0.521911,0.522814,0.000903,-0.001308,-0.001791,0.026331,0.500,0.520371,0.521893,0.001522,-0.000572,-0.000577,0.025660,0.500
1562,camera,4417375,data/1_2024/shard-000477.tar,256x256,vertical,1.1891,2.875,0.0660,-46.0,0,0,0.654115,0.655669,0.001555,0.004921,0.003038,0.118828,0.750,0.655681,0.657064,0.001383,0.024360,0.018401,0.168525,1.000,0.655118,0.656473,0.001354,0.024150,0.020357,0.169561,1.000
1563,camera,7770375,data/1_2024/shard-000477.tar,256x256,vertical,1.2247,1.000,0.3750,-16.0,0,0,0.492238,0.493351,0.001113,0.001238,-0.000444,0.022974,0.250,0.491374,0.494443,0.003068,0.001208,0.000069,0.019589,0.250,0.491722,0.494189,0.002466,0.000844,-0.000034,0.017263,0.250
1564,camera,4472375,data/1_2024/shard-000477.tar,256x256,horizontal,1.2609,3.844,0.9073,61.5,0,0,0.633882,0.620038,-0.013845,0.002149,-0.011246,0.127908,0.000,0.618073,0.614845,-0.003228,-0.000273,-0.001961,0.057432,0.250,0.617956,0.616994,-0.000962,0.002087,-0.000148,0.063246,0.250
1565,camera,629375,data/1_2024/shard-000477.tar,256x256,vertical,1.1250,0.438,0.3971,-7.0,0,0,0.318784,0.319202,0.000418,-0.000520,-0.000456,0.022541,0.250,0.319421,0.320396,0.000975,-0.000169,-0.000416,0.013454,0.250,0.317827,0.318516,0.000689,-0.000738,-0.000927,0.015090,0.000
